docname,topic,proportion
newsgroups:2818,010,0.453365
newsgroups:2818,003,0.206367
newsgroups:2818,002,0.128449
newsgroups:2818,018,0.08875
newsgroups:2818,001,0.049708
newsgroups:2818,004,0.04126
newsgroups:2818,011,0.025075
newsgroups:2818,009,0.007026
newsgroups:2853,017,1.0
newsgroups:2888,003,0.471498
newsgroups:2888,012,0.251461
newsgroups:2888,010,0.144933
newsgroups:2888,002,0.132107
newsgroups:2923,003,0.391447
newsgroups:2923,009,0.274507
newsgroups:2923,013,0.250106
newsgroups:2923,001,0.083941
newsgroups:2958,004,1.0
newsgroups:2993,013,0.35869
newsgroups:2993,010,0.253931
newsgroups:2993,004,0.151254
newsgroups:2993,011,0.151204
newsgroups:2993,001,0.04906
newsgroups:2993,003,0.035861
newsgroups:3028,003,0.70318
newsgroups:3028,017,0.121915
newsgroups:3028,004,0.107716
newsgroups:3028,007,0.047307
newsgroups:3028,002,0.019882
newsgroups:3063,003,1.0
newsgroups:3098,010,1.0
newsgroups:3133,000,1.0
newsgroups:3168,004,1.0
newsgroups:3203,004,0.532213
newsgroups:3203,001,0.306825
newsgroups:3203,010,0.109327
newsgroups:3203,018,0.051635
newsgroups:3238,001,1.0
newsgroups:3273,011,1.0
newsgroups:3308,010,1.0
newsgroups:3343,010,0.64601
newsgroups:3343,003,0.166327
newsgroups:3343,013,0.095394
newsgroups:3343,005,0.066903
newsgroups:3343,004,0.025366
newsgroups:3378,004,0.575047
newsgroups:3378,007,0.131046
newsgroups:3378,013,0.086673
newsgroups:3378,002,0.075802
newsgroups:3378,001,0.066836
newsgroups:3378,017,0.064596
newsgroups:3413,018,1.0
newsgroups:3448,018,0.819048
newsgroups:3448,004,0.180952
newsgroups:3483,010,1.0
newsgroups:3518,001,1.0
newsgroups:3553,010,1.0
newsgroups:3588,016,1.0
newsgroups:3623,001,0.443211
newsgroups:3623,010,0.353062
newsgroups:3623,007,0.203727
newsgroups:3658,018,0.397345
newsgroups:3658,003,0.242496
newsgroups:3658,004,0.108883
newsgroups:3658,002,0.089219
newsgroups:3658,010,0.076606
newsgroups:3658,000,0.050304
newsgroups:3658,017,0.035147
newsgroups:3693,018,0.528932
newsgroups:3693,010,0.196268
newsgroups:3693,002,0.177583
newsgroups:3693,004,0.097218
newsgroups:3728,010,1.0
newsgroups:3763,007,1.0
newsgroups:3798,011,1.0
newsgroups:3833,003,1.0
newsgroups:3868,010,0.223557
newsgroups:3868,019,0.223276
newsgroups:3868,003,0.181976
newsgroups:3868,004,0.167134
newsgroups:3868,016,0.143755
newsgroups:3868,000,0.060303
newsgroups:3903,018,1.0
newsgroups:3938,010,0.466167
newsgroups:3938,018,0.234865
newsgroups:3938,003,0.157454
newsgroups:3938,007,0.141515
newsgroups:3973,004,0.803694
newsgroups:3973,003,0.196306
newsgroups:4008,001,1.0
newsgroups:4043,004,0.542768
newsgroups:4043,011,0.381798
newsgroups:4043,001,0.075434
newsgroups:4078,007,1.0
newsgroups:4113,003,1.0
newsgroups:4148,007,0.393543
newsgroups:4148,004,0.181006
newsgroups:4148,003,0.178005
newsgroups:4148,010,0.128216
newsgroups:4148,019,0.066801
newsgroups:4148,002,0.05243
newsgroups:4183,003,0.378971
newsgroups:4183,010,0.339676
newsgroups:4183,019,0.281353
newsgroups:4218,003,0.314642
newsgroups:4218,018,0.227322
newsgroups:4218,011,0.217262
newsgroups:4218,019,0.114022
newsgroups:4218,007,0.072521
newsgroups:4218,004,0.054232
newsgroups:4253,003,1.0
newsgroups:4288,000,0.494878
newsgroups:4288,001,0.311209
newsgroups:4288,002,0.193913
newsgroups:4323,011,1.0
newsgroups:4358,003,0.530025
newsgroups:4358,007,0.277872
newsgroups:4358,004,0.192104
newsgroups:4393,018,1.0
newsgroups:4428,010,1.0
newsgroups:4463,003,1.0
newsgroups:4498,004,1.0
newsgroups:4533,004,1.0
newsgroups:4568,011,1.0
newsgroups:4603,004,0.566582
newsgroups:4603,010,0.271512
newsgroups:4603,018,0.109718
newsgroups:4603,003,0.052188
newsgroups:4638,011,1.0
newsgroups:4673,004,1.0
newsgroups:4708,016,0.266667
newsgroups:4708,003,0.217055
newsgroups:4708,004,0.194713
newsgroups:4708,014,0.16459
newsgroups:4708,002,0.109989
newsgroups:4708,001,0.046986
newsgroups:4743,003,1.0
newsgroups:4778,011,1.0
newsgroups:4813,001,1.0
newsgroups:4848,007,0.430557
newsgroups:4848,003,0.396244
newsgroups:4848,002,0.173197
newsgroups:4883,010,1.0
newsgroups:4918,011,1.0
newsgroups:4953,001,1.0
newsgroups:4988,010,1.0
newsgroups:5023,003,1.0
newsgroups:5058,004,1.0
newsgroups:5093,009,1.0
newsgroups:5128,004,1.0
newsgroups:5163,011,1.0
newsgroups:5198,003,1.0
newsgroups:5233,001,0.357283
newsgroups:5233,003,0.276082
newsgroups:5233,011,0.136754
newsgroups:5233,013,0.131525
newsgroups:5233,000,0.092961
newsgroups:5233,009,0.005395
newsgroups:5268,007,1.0
newsgroups:5303,003,1.0
newsgroups:5338,001,0.667936
newsgroups:5338,013,0.219264
newsgroups:5338,000,0.1128
newsgroups:5373,012,1.0
newsgroups:5408,001,0.356589
newsgroups:5408,013,0.279151
newsgroups:5408,003,0.191563
newsgroups:5408,011,0.172697
newsgroups:5443,013,1.0
newsgroups:5478,001,1.0
newsgroups:5513,001,1.0
newsgroups:5548,013,0.441281
newsgroups:5548,009,0.267368
newsgroups:5548,003,0.205817
newsgroups:5548,001,0.085535
newsgroups:5583,013,1.0
newsgroups:5618,013,0.567219
newsgroups:5618,004,0.136518
newsgroups:5618,016,0.122961
newsgroups:5618,002,0.092789
newsgroups:5618,003,0.080512
newsgroups:5653,001,1.0
newsgroups:5688,013,0.455518
newsgroups:5688,003,0.316661
newsgroups:5688,001,0.227821
newsgroups:5723,001,1.0
newsgroups:5758,016,1.0
newsgroups:5793,003,1.0
newsgroups:5828,004,1.0
newsgroups:5863,004,0.673161
newsgroups:5863,010,0.326839
newsgroups:5898,009,0.438595
newsgroups:5898,004,0.337803
newsgroups:5898,011,0.223602
newsgroups:5933,016,1.0
newsgroups:5968,003,0.605265
newsgroups:5968,013,0.157878
newsgroups:5968,019,0.150161
newsgroups:5968,001,0.086696
newsgroups:6003,014,0.350648
newsgroups:6003,007,0.307676
newsgroups:6003,003,0.184339
newsgroups:6003,002,0.106871
newsgroups:6003,012,0.050464
newsgroups:6038,003,1.0
newsgroups:6073,007,0.46146
newsgroups:6073,000,0.222194
newsgroups:6073,005,0.208285
newsgroups:6073,002,0.108061
newsgroups:6108,007,1.0
newsgroups:6143,004,1.0
newsgroups:6178,003,1.0
newsgroups:6213,007,1.0
newsgroups:6248,012,1.0
newsgroups:6283,003,1.0
newsgroups:6318,007,1.0
newsgroups:6353,003,1.0
newsgroups:6388,010,1.0
newsgroups:6423,007,1.0
newsgroups:6458,003,0.511199
newsgroups:6458,008,0.263037
newsgroups:6458,016,0.123581
newsgroups:6458,007,0.102183
newsgroups:6493,007,1.0
newsgroups:6528,000,1.0
newsgroups:6563,002,1.0
newsgroups:6598,015,1.0
newsgroups:6633,003,0.469904
newsgroups:6633,007,0.224242
newsgroups:6633,001,0.179618
newsgroups:6633,002,0.126236
newsgroups:6668,007,1.0
newsgroups:6703,003,1.0
newsgroups:6738,003,1.0
newsgroups:6773,003,1.0
newsgroups:6808,000,0.494878
newsgroups:6808,001,0.311209
newsgroups:6808,002,0.193913
newsgroups:6843,010,1.0
newsgroups:6878,007,1.0
newsgroups:6913,007,0.46436
newsgroups:6913,004,0.381603
newsgroups:6913,003,0.154036
newsgroups:6948,007,1.0
newsgroups:6983,007,1.0
newsgroups:7018,002,0.465928
newsgroups:7018,014,0.253297
newsgroups:7018,003,0.138258
newsgroups:7018,001,0.125936
newsgroups:7018,012,0.016581
newsgroups:7053,003,1.0
newsgroups:7088,004,1.0
newsgroups:7123,002,1.0
newsgroups:7158,011,1.0
newsgroups:7193,002,1.0
newsgroups:7228,000,1.0
newsgroups:7263,014,1.0
newsgroups:7298,001,1.0
newsgroups:7333,014,1.0
newsgroups:7368,001,1.0
newsgroups:7403,002,1.0
newsgroups:7438,002,0.441271
newsgroups:7438,001,0.435198
newsgroups:7438,014,0.123531
newsgroups:7473,002,1.0
newsgroups:7508,002,0.467266
newsgroups:7508,014,0.388727
newsgroups:7508,005,0.144003
newsgroups:7543,002,1.0
newsgroups:7578,000,1.0
newsgroups:7613,002,0.335936
newsgroups:7613,014,0.295596
newsgroups:7613,000,0.224897
newsgroups:7613,003,0.143571
newsgroups:7648,002,1.0
newsgroups:7683,000,1.0
newsgroups:7718,014,0.305788
newsgroups:7718,002,0.296099
newsgroups:7718,019,0.220877
newsgroups:7718,001,0.177237
newsgroups:7753,003,1.0
newsgroups:7788,000,0.305624
newsgroups:7788,014,0.250156
newsgroups:7788,001,0.226809
newsgroups:7788,008,0.093939
newsgroups:7788,002,0.090729
newsgroups:7788,004,0.032742
newsgroups:7823,014,1.0
newsgroups:7858,002,1.0
newsgroups:7893,003,1.0
newsgroups:7928,004,1.0
newsgroups:7963,014,1.0
newsgroups:7998,014,0.563128
newsgroups:7998,003,0.31374
newsgroups:7998,002,0.123131
newsgroups:8033,002,1.0
newsgroups:8068,000,1.0
newsgroups:8103,000,1.0
newsgroups:8138,001,1.0
newsgroups:8173,003,1.0
newsgroups:8208,003,1.0
newsgroups:8243,004,1.0
newsgroups:8278,003,1.0
newsgroups:8313,014,0.61826
newsgroups:8313,001,0.220569
newsgroups:8313,002,0.161171
newsgroups:8348,014,1.0
newsgroups:8383,003,1.0
newsgroups:8418,003,1.0
newsgroups:8453,006,1.0
newsgroups:8488,000,1.0
newsgroups:8523,012,1.0
newsgroups:8558,001,0.235574
newsgroups:8558,000,0.216811
newsgroups:8558,014,0.171286
newsgroups:8558,017,0.169043
newsgroups:8558,008,0.112886
newsgroups:8558,005,0.0944
newsgroups:8593,003,1.0
newsgroups:8628,014,1.0
newsgroups:8663,000,1.0
newsgroups:8698,003,1.0
newsgroups:8733,002,1.0
newsgroups:8768,002,0.342215
newsgroups:8768,001,0.200842
newsgroups:8768,005,0.162022
newsgroups:8768,014,0.1501
newsgroups:8768,019,0.144821
newsgroups:8803,014,1.0
newsgroups:8838,005,1.0
newsgroups:8873,002,1.0
newsgroups:8908,003,0.353042
newsgroups:8908,014,0.300242
newsgroups:8908,000,0.178394
newsgroups:8908,001,0.168322
newsgroups:8943,014,0.557022
newsgroups:8943,003,0.183342
newsgroups:8943,002,0.137971
newsgroups:8943,007,0.065662
newsgroups:8943,001,0.056004
newsgroups:8978,014,0.346733
newsgroups:8978,003,0.179803
newsgroups:8978,000,0.142889
newsgroups:8978,001,0.123481
newsgroups:8978,011,0.10826
newsgroups:8978,002,0.054233
newsgroups:8978,007,0.032725
newsgroups:8978,016,0.011877
newsgroups:9013,002,1.0
newsgroups:9048,002,1.0
newsgroups:9083,011,1.0
newsgroups:9118,015,1.0
newsgroups:9153,002,1.0
newsgroups:9188,006,1.0
newsgroups:9223,002,1.0
newsgroups:9258,002,1.0
newsgroups:9293,015,0.544884
newsgroups:9293,002,0.331397
newsgroups:9293,000,0.123719
newsgroups:9328,000,1.0
newsgroups:9363,002,1.0
newsgroups:9398,002,1.0
newsgroups:9433,002,1.0
newsgroups:9468,015,1.0
newsgroups:9503,002,1.0
newsgroups:9538,002,1.0
newsgroups:9573,002,1.0
newsgroups:9608,004,1.0
newsgroups:9643,002,0.829176
newsgroups:9643,012,0.104585
newsgroups:9643,000,0.033769
newsgroups:9643,004,0.03247
newsgroups:9678,015,1.0
newsgroups:9713,002,1.0
newsgroups:9748,004,1.0
newsgroups:9783,002,1.0
newsgroups:9818,015,1.0
newsgroups:9853,002,1.0
newsgroups:9888,002,0.818229
newsgroups:9888,001,0.078346
newsgroups:9888,003,0.068837
newsgroups:9888,000,0.034588
newsgroups:9923,015,1.0
newsgroups:9958,002,1.0
newsgroups:9993,002,1.0
newsgroups:10028,015,0.550686
newsgroups:10028,002,0.302118
newsgroups:10028,012,0.049526
newsgroups:10028,000,0.028368
newsgroups:10028,005,0.025836
newsgroups:10028,003,0.021646
newsgroups:10028,001,0.014322
newsgroups:10028,008,0.007499
newsgroups:10063,015,1.0
newsgroups:10098,002,0.582246
newsgroups:10098,015,0.358162
newsgroups:10098,003,0.037922
newsgroups:10098,001,0.02167
newsgroups:10133,002,1.0
newsgroups:10168,002,0.558306
newsgroups:10168,015,0.441694
newsgroups:10203,015,1.0
newsgroups:10238,015,1.0
newsgroups:10273,002,0.937163
newsgroups:10273,000,0.062837
newsgroups:10308,002,1.0
newsgroups:10343,015,0.422761
newsgroups:10343,011,0.340244
newsgroups:10343,001,0.236995
newsgroups:10378,015,1.0
newsgroups:10413,015,1.0
newsgroups:10448,003,1.0
newsgroups:10483,015,0.518309
newsgroups:10483,000,0.225083
newsgroups:10483,002,0.211336
newsgroups:10483,004,0.045272
newsgroups:10518,002,0.239272
newsgroups:10518,005,0.203394
newsgroups:10518,008,0.169462
newsgroups:10518,015,0.168358
newsgroups:10518,000,0.089867
newsgroups:10518,004,0.067332
newsgroups:10518,003,0.062314
newsgroups:10553,015,1.0
newsgroups:10588,001,1.0
newsgroups:10623,003,0.412908
newsgroups:10623,002,0.398772
newsgroups:10623,015,0.18832
newsgroups:10658,002,1.0
newsgroups:10693,015,1.0
newsgroups:10728,002,1.0
newsgroups:10763,015,1.0
newsgroups:10798,002,1.0
newsgroups:10833,015,1.0
newsgroups:10868,016,1.0
newsgroups:10903,002,0.5686
newsgroups:10903,015,0.417896
newsgroups:10903,001,0.013504
newsgroups:10938,002,0.867987
newsgroups:10938,006,0.132013
newsgroups:10973,002,0.598627
newsgroups:10973,015,0.124154
newsgroups:10973,005,0.086766
newsgroups:10973,000,0.081113
newsgroups:10973,003,0.059926
newsgroups:10973,016,0.049413
newsgroups:11008,017,0.704423
newsgroups:11008,001,0.125973
newsgroups:11008,000,0.069979
newsgroups:11008,019,0.054576
newsgroups:11008,002,0.035067
newsgroups:11008,003,0.009981
newsgroups:11043,000,1.0
newsgroups:11078,017,0.463335
newsgroups:11078,000,0.215065
newsgroups:11078,007,0.154297
newsgroups:11078,002,0.116126
newsgroups:11078,003,0.051176
newsgroups:11113,017,1.0
newsgroups:11148,017,0.809385
newsgroups:11148,002,0.190615
newsgroups:11183,005,1.0
newsgroups:11218,002,1.0
newsgroups:11253,017,1.0
newsgroups:11288,002,1.0
newsgroups:11323,017,0.643765
newsgroups:11323,000,0.10889
newsgroups:11323,001,0.093785
newsgroups:11323,002,0.051279
newsgroups:11323,003,0.045447
newsgroups:11323,008,0.041091
newsgroups:11323,004,0.015742
newsgroups:11358,017,0.418537
newsgroups:11358,000,0.329766
newsgroups:11358,002,0.085151
newsgroups:11358,012,0.072906
newsgroups:11358,005,0.057296
newsgroups:11358,007,0.036345
newsgroups:11393,017,0.605321
newsgroups:11393,019,0.164176
newsgroups:11393,003,0.145792
newsgroups:11393,001,0.08471
newsgroups:11428,000,1.0
newsgroups:11463,017,1.0
newsgroups:11525,017,1.0
newsgroups:11560,012,1.0
newsgroups:11595,000,1.0
newsgroups:11630,000,1.0
newsgroups:11665,017,1.0
newsgroups:11700,000,0.38652
newsgroups:11700,017,0.348431
newsgroups:11700,001,0.115115
newsgroups:11700,012,0.093051
newsgroups:11700,003,0.032542
newsgroups:11700,002,0.024341
newsgroups:11735,000,0.455368
newsgroups:11735,017,0.315454
newsgroups:11735,019,0.119436
newsgroups:11735,002,0.109742
newsgroups:11770,008,1.0
newsgroups:11805,002,1.0
newsgroups:11840,000,1.0
newsgroups:11875,017,1.0
newsgroups:11910,000,1.0
newsgroups:11945,003,1.0
newsgroups:11980,004,1.0
newsgroups:12015,002,1.0
newsgroups:12050,003,0.370055
newsgroups:12050,001,0.313747
newsgroups:12050,019,0.092902
newsgroups:12050,007,0.090725
newsgroups:12050,004,0.074349
newsgroups:12050,000,0.058222
newsgroups:12085,002,1.0
newsgroups:12120,004,1.0
newsgroups:12155,001,1.0
newsgroups:12190,001,1.0
newsgroups:12225,000,1.0
newsgroups:12260,001,0.41068
newsgroups:12260,007,0.353401
newsgroups:12260,003,0.23592
newsgroups:12295,003,1.0
newsgroups:12330,019,1.0
newsgroups:12365,001,0.407059
newsgroups:12365,010,0.372043
newsgroups:12365,017,0.220898
newsgroups:12400,003,1.0
newsgroups:12435,009,1.0
newsgroups:12470,004,1.0
newsgroups:12505,003,1.0
newsgroups:12540,000,1.0
newsgroups:12575,008,1.0
newsgroups:12610,003,0.451348
newsgroups:12610,001,0.343744
newsgroups:12610,002,0.204909
newsgroups:12645,007,1.0
newsgroups:12680,003,1.0
newsgroups:12715,001,1.0
newsgroups:12750,017,0.527578
newsgroups:12750,000,0.147474
newsgroups:12750,002,0.107364
newsgroups:12750,012,0.10137
newsgroups:12750,003,0.061305
newsgroups:12750,001,0.054909
newsgroups:12785,003,1.0
newsgroups:12820,002,1.0
newsgroups:12855,001,1.0
newsgroups:12890,001,1.0
newsgroups:12925,001,0.614401
newsgroups:12925,007,0.201418
newsgroups:12925,003,0.184182
newsgroups:12960,016,0.333588
newsgroups:12960,003,0.332816
newsgroups:12960,002,0.186296
newsgroups:12960,019,0.147299
newsgroups:12995,001,0.442944
newsgroups:12995,003,0.396578
newsgroups:12995,007,0.084868
newsgroups:12995,002,0.07561
newsgroups:13030,001,0.46536
newsgroups:13030,000,0.192068
newsgroups:13030,002,0.164031
newsgroups:13030,011,0.065756
newsgroups:13030,005,0.037087
newsgroups:13030,003,0.033355
newsgroups:13030,004,0.021963
newsgroups:13030,008,0.020379
newsgroups:13065,008,1.0
newsgroups:13100,000,0.384239
newsgroups:13100,002,0.350345
newsgroups:13100,003,0.166984
newsgroups:13100,008,0.098432
newsgroups:13135,000,0.436378
newsgroups:13135,002,0.299727
newsgroups:13135,005,0.135415
newsgroups:13135,001,0.12848
newsgroups:13170,000,1.0
newsgroups:13205,002,1.0
newsgroups:13240,016,1.0
newsgroups:13275,006,1.0
newsgroups:13310,003,1.0
newsgroups:13345,002,0.436684
newsgroups:13345,001,0.243587
newsgroups:13345,008,0.17988
newsgroups:13345,000,0.139848
newsgroups:13380,001,1.0
newsgroups:13415,006,1.0
newsgroups:13450,000,0.321029
newsgroups:13450,002,0.213452
newsgroups:13450,016,0.18372
newsgroups:13450,003,0.162532
newsgroups:13450,001,0.119267
newsgroups:13485,001,0.301012
newsgroups:13485,002,0.253324
newsgroups:13485,006,0.184652
newsgroups:13485,000,0.136527
newsgroups:13485,003,0.124485
newsgroups:13520,000,0.80046
newsgroups:13520,003,0.19954
newsgroups:13555,001,0.382101
newsgroups:13555,016,0.277279
newsgroups:13555,003,0.184465
newsgroups:13555,000,0.15616
newsgroups:13590,008,1.0
newsgroups:13625,000,1.0
newsgroups:13660,002,0.633499
newsgroups:13660,006,0.127835
newsgroups:13660,003,0.119775
newsgroups:13660,001,0.118891
newsgroups:13695,006,0.31738
newsgroups:13695,008,0.287284
newsgroups:13695,003,0.182583
newsgroups:13695,002,0.120331
newsgroups:13695,000,0.092422
newsgroups:13730,000,0.369591
newsgroups:13730,002,0.244746
newsgroups:13730,001,0.205801
newsgroups:13730,003,0.083957
newsgroups:13730,016,0.031457
newsgroups:13730,005,0.018879
newsgroups:13730,017,0.016298
newsgroups:13730,004,0.015266
newsgroups:13730,019,0.014005
newsgroups:13765,000,0.661741
newsgroups:13765,006,0.338259
newsgroups:13800,003,0.627106
newsgroups:13800,002,0.210149
newsgroups:13800,001,0.162745
newsgroups:13835,001,1.0
newsgroups:13870,001,1.0
newsgroups:13905,000,0.308455
newsgroups:13905,002,0.27389
newsgroups:13905,003,0.231836
newsgroups:13905,001,0.18582
newsgroups:13940,002,1.0
newsgroups:13975,002,0.353845
newsgroups:13975,001,0.345623
newsgroups:13975,000,0.150091
newsgroups:13975,003,0.063772
newsgroups:13975,004,0.039539
newsgroups:13975,019,0.020805
newsgroups:13975,017,0.015042
newsgroups:13975,016,0.008344
newsgroups:13975,007,0.002939
newsgroups:14010,001,0.39296
newsgroups:14010,002,0.347451
newsgroups:14010,003,0.131087
newsgroups:14010,012,0.128502
newsgroups:14045,001,0.452298
newsgroups:14045,000,0.223061
newsgroups:14045,002,0.144879
newsgroups:14045,003,0.140632
newsgroups:14045,016,0.030783
newsgroups:14045,012,0.008347
newsgroups:14080,001,0.306911
newsgroups:14080,002,0.276823
newsgroups:14080,000,0.256638
newsgroups:14080,008,0.067075
newsgroups:14080,003,0.065501
newsgroups:14080,004,0.027052
newsgroups:14115,000,1.0
newsgroups:14150,001,1.0
newsgroups:14185,002,1.0
newsgroups:14220,003,0.312685
newsgroups:14220,002,0.251851
newsgroups:14220,000,0.246461
newsgroups:14220,001,0.140011
newsgroups:14220,012,0.048992
newsgroups:14255,002,1.0
newsgroups:14290,009,1.0
newsgroups:14325,002,1.0
newsgroups:14360,000,1.0
newsgroups:14395,001,0.381191
newsgroups:14395,000,0.279348
newsgroups:14395,002,0.181161
newsgroups:14395,003,0.084821
newsgroups:14395,016,0.073479
newsgroups:14430,003,1.0
newsgroups:14465,012,1.0
newsgroups:14500,002,1.0
newsgroups:14535,001,0.314593
newsgroups:14535,002,0.243429
newsgroups:14535,003,0.237276
newsgroups:14535,012,0.073591
newsgroups:14535,004,0.060345
newsgroups:14535,016,0.051582
newsgroups:14535,000,0.019185
newsgroups:14570,008,1.0
newsgroups:14605,001,1.0
newsgroups:14640,001,0.435522
newsgroups:14640,000,0.356597
newsgroups:14640,002,0.207881
newsgroups:14675,003,1.0
newsgroups:14710,004,1.0
newsgroups:14745,001,1.0
newsgroups:14780,001,0.388437
newsgroups:14780,002,0.207542
newsgroups:14780,006,0.158016
newsgroups:14780,005,0.129685
newsgroups:14780,003,0.07263
newsgroups:14780,016,0.04369
newsgroups:14815,016,1.0
newsgroups:14850,000,0.424533
newsgroups:14850,002,0.123029
newsgroups:14850,003,0.122562
newsgroups:14850,006,0.112239
newsgroups:14850,012,0.098948
newsgroups:14850,005,0.08601
newsgroups:14850,016,0.032681
newsgroups:14885,016,1.0
newsgroups:14920,001,1.0
newsgroups:14955,000,1.0
newsgroups:14990,001,1.0
newsgroups:15025,005,0.529239
newsgroups:15025,006,0.344974
newsgroups:15025,002,0.064581
newsgroups:15025,000,0.061206
newsgroups:15060,000,0.343794
newsgroups:15060,006,0.225845
newsgroups:15060,003,0.154933
newsgroups:15060,002,0.14217
newsgroups:15060,005,0.133258
newsgroups:15095,005,0.506058
newsgroups:15095,006,0.259633
newsgroups:15095,001,0.083245
newsgroups:15095,002,0.064895
newsgroups:15095,003,0.064117
newsgroups:15095,004,0.022052
newsgroups:15130,005,1.0
newsgroups:15165,000,1.0
newsgroups:15200,005,0.341573
newsgroups:15200,000,0.187346
newsgroups:15200,008,0.187263
newsgroups:15200,014,0.122827
newsgroups:15200,002,0.097183
newsgroups:15200,012,0.047394
newsgroups:15200,003,0.016414
newsgroups:15235,005,1.0
newsgroups:15270,004,1.0
newsgroups:15305,005,0.815905
newsgroups:15305,016,0.128344
newsgroups:15305,006,0.055752
newsgroups:15340,005,0.339458
newsgroups:15340,000,0.272493
newsgroups:15340,016,0.169956
newsgroups:15340,006,0.09722
newsgroups:15340,003,0.069018
newsgroups:15340,002,0.030614
newsgroups:15340,008,0.021241
newsgroups:15375,005,1.0
newsgroups:15410,005,1.0
newsgroups:15445,005,1.0
newsgroups:15480,005,0.647218
newsgroups:15480,002,0.120828
newsgroups:15480,001,0.105378
newsgroups:15480,003,0.073293
newsgroups:15480,016,0.053282
newsgroups:15515,005,0.689527
newsgroups:15515,000,0.310473
newsgroups:15550,005,1.0
newsgroups:15585,005,1.0
newsgroups:15620,002,0.585589
newsgroups:15620,005,0.194876
newsgroups:15620,016,0.094208
newsgroups:15620,006,0.094098
newsgroups:15620,001,0.031228
newsgroups:15655,000,1.0
newsgroups:15690,000,1.0
newsgroups:15725,005,0.411715
newsgroups:15725,006,0.390655
newsgroups:15725,001,0.082426
newsgroups:15725,002,0.066939
newsgroups:15725,016,0.048264
newsgroups:15760,000,1.0
newsgroups:15795,005,0.592079
newsgroups:15795,000,0.223392
newsgroups:15795,006,0.154852
newsgroups:15795,003,0.029677
newsgroups:15830,006,1.0
newsgroups:15865,005,0.745604
newsgroups:15865,000,0.254396
newsgroups:15900,006,1.0
newsgroups:15935,005,0.416059
newsgroups:15935,000,0.332616
newsgroups:15935,002,0.2009
newsgroups:15935,003,0.050424
newsgroups:15970,001,1.0
newsgroups:16005,000,0.7652
newsgroups:16005,005,0.13467
newsgroups:16005,002,0.10013
newsgroups:16040,000,0.667577
newsgroups:16040,016,0.144941
newsgroups:16040,005,0.104793
newsgroups:16040,001,0.082689
newsgroups:16075,000,1.0
newsgroups:16110,000,0.782822
newsgroups:16110,016,0.077114
newsgroups:16110,003,0.070885
newsgroups:16110,012,0.042166
newsgroups:16110,007,0.027013
newsgroups:16145,001,1.0
newsgroups:16180,002,1.0
newsgroups:16215,000,0.452403
newsgroups:16215,002,0.249615
newsgroups:16215,001,0.165442
newsgroups:16215,006,0.039482
newsgroups:16215,003,0.033614
newsgroups:16215,012,0.027992
newsgroups:16215,016,0.017365
newsgroups:16215,004,0.007575
newsgroups:16215,005,0.006512
newsgroups:16250,000,0.797769
newsgroups:16250,005,0.087737
newsgroups:16250,001,0.06877
newsgroups:16250,006,0.031591
newsgroups:16250,003,0.014134
newsgroups:16285,000,1.0
newsgroups:16320,000,0.42669
newsgroups:16320,008,0.255786
newsgroups:16320,005,0.172172
newsgroups:16320,001,0.145352
newsgroups:16355,000,1.0
newsgroups:16390,008,1.0
newsgroups:16425,005,1.0
newsgroups:16460,000,1.0
newsgroups:16495,000,1.0
newsgroups:16530,000,0.656451
newsgroups:16530,001,0.343549
newsgroups:16565,000,0.689169
newsgroups:16565,002,0.087642
newsgroups:16565,014,0.086761
newsgroups:16565,016,0.071191
newsgroups:16565,011,0.033936
newsgroups:16565,003,0.0313
newsgroups:16600,003,1.0
newsgroups:16635,008,1.0
newsgroups:16670,000,1.0
newsgroups:16705,000,0.694892
newsgroups:16705,002,0.174984
newsgroups:16705,001,0.10707
newsgroups:16705,006,0.023054
newsgroups:16740,000,1.0
newsgroups:16775,001,0.350262
newsgroups:16775,004,0.269623
newsgroups:16775,000,0.236191
newsgroups:16775,002,0.143921
newsgroups:16810,005,0.416217
newsgroups:16810,001,0.306186
newsgroups:16810,002,0.277597
newsgroups:16845,000,1.0
newsgroups:16880,005,1.0
newsgroups:16915,004,1.0
newsgroups:16950,000,0.685257
newsgroups:16950,005,0.137324
newsgroups:16950,008,0.099832
newsgroups:16950,003,0.069663
newsgroups:16950,002,0.007923
newsgroups:16985,006,1.0
newsgroups:17020,000,1.0
newsgroups:17055,012,0.310362
newsgroups:17055,000,0.300363
newsgroups:17055,002,0.214173
newsgroups:17055,019,0.175102
newsgroups:17090,000,0.817705
newsgroups:17090,008,0.082514
newsgroups:17090,003,0.054865
newsgroups:17090,019,0.044916
newsgroups:17125,004,1.0
newsgroups:17160,005,1.0
newsgroups:17195,000,0.523778
newsgroups:17195,005,0.344892
newsgroups:17195,001,0.13133
newsgroups:17230,016,1.0
newsgroups:17265,000,0.466385
newsgroups:17265,002,0.168907
newsgroups:17265,019,0.091828
newsgroups:17265,005,0.087695
newsgroups:17265,003,0.059529
newsgroups:17265,001,0.042279
newsgroups:17265,012,0.04047
newsgroups:17265,011,0.018505
newsgroups:17265,016,0.014894
newsgroups:17265,015,0.009508
newsgroups:17300,000,0.402453
newsgroups:17300,002,0.237013
newsgroups:17300,003,0.130481
newsgroups:17300,001,0.127752
newsgroups:17300,005,0.080898
newsgroups:17300,016,0.016283
newsgroups:17300,004,0.00512
newsgroups:17335,006,1.0
